region1,region2,rtt,bw,value,abb1,abb2,label,level
europe-central2-a,client-us-central1-c,119.801,187.0,119.80634759358288,europe,us,False,2
us-central1-c,client-europe-central2-a,119.955,186.0,119.96037634408601,us,europe,False,2
europe-west1-b,client-us-west3-a,120.289,169.0,120.29491715976332,europe,us,False,2
asia-northeast2-a,client-us-west3-a,120.30799999999999,187.0,120.31334759358288,asia,us,False,2
asia-south1-c,client-asia-northeast3-a,120.505,177.0,120.51064971751411,asia,asia,True,2
asia-northeast1-b,client-australia-southeast1-b,120.65299999999999,184.0,120.6584347826087,asia,australia,False,2
asia-northeast3-a,client-asia-south1-c,121.037,184.0,121.04243478260871,asia,asia,True,2
asia-south2-a,client-asia-east1-b,121.208,182.0,121.21349450549451,asia,asia,True,2
northamerica-northeast2-a,client-europe-north1-a,122.12200000000001,182.0,122.12749450549452,northamerica,europe,False,2
australia-southeast1-b,client-asia-northeast1-b,122.145,182.0,122.1504945054945,australia,asia,False,2
us-west3-a,client-europe-west4-a,122.399,181.0,122.40452486187846,us,europe,False,2
northamerica-northeast1-a,client-southamerica-west1-b,122.82600000000001,181.0,122.83152486187846,northamerica,southamerica,False,2
southamerica-west1-b,client-northamerica-northeast1-a,122.84700000000001,177.0,122.85264971751413,southamerica,northamerica,False,2
europe-north1-a,client-northamerica-northeast2-a,123.04299999999999,182.0,123.0484945054945,europe,northamerica,False,2
europe-west4-a,client-us-west3-a,123.352,181.0,123.35752486187846,europe,us,False,2
southamerica-west1-b,client-us-central1-c,124.624,19.0,124.67663157894737,southamerica,us,False,2
europe-west3-c,client-us-west3-a,124.855,155.0,124.86145161290322,europe,us,False,2
us-west3-a,client-europe-west3-c,125.71799999999999,174.0,125.72374712643678,us,europe,False,2
us-west1-b,client-europe-west2-c,125.73200000000001,175.0,125.7377142857143,us,europe,False,2
europe-north1-a,client-us-central1-c,126.36,176.0,126.36568181818181,europe,us,False,2
europe-west2-c,client-us-west1-b,126.439,175.0,126.44471428571428,europe,us,False,2
asia-northeast3-a,client-us-west2-a,126.686,174.0,126.6917471264368,asia,us,False,2
us-central1-c,client-europe-north1-a,126.72399999999999,175.0,126.72971428571428,us,europe,False,2
us-west2-a,client-asia-northeast3-a,126.917,175.0,126.92271428571429,us,asia,False,2
northamerica-northeast1-a,client-southamerica-east1-b,127.258,173.0,127.26378034682081,northamerica,southamerica,False,2
asia-east1-b,client-us-west2-a,127.584,175.0,127.5897142857143,asia,us,False,2
us-west2-a,client-asia-east1-b,127.971,174.0,127.97674712643679,us,asia,False,2
asia-northeast1-b,client-us-central1-c,128.17700000000002,171.0,128.1828479532164,asia,us,False,2
southamerica-east1-b,client-northamerica-northeast1-a,128.52700000000002,173.0,128.53278034682083,southamerica,northamerica,False,2
asia-northeast2-a,client-australia-southeast1-b,128.55700000000002,173.0,128.56278034682083,asia,australia,False,2
australia-southeast1-b,client-asia-east2-a,128.69,172.0,128.69581395348837,australia,asia,False,2
australia-southeast1-b,client-asia-northeast2-a,128.963,173.0,128.9687803468208,australia,asia,False,2
asia-east2-a,client-australia-southeast1-b,129.095,170.0,129.10088235294117,asia,australia,False,2
asia-south1-c,client-asia-northeast1-b,129.884,169.0,129.88991715976329,asia,asia,True,2
southamerica-west1-b,client-us-west1-b,130.014,168.0,130.0199523809524,southamerica,us,False,2
asia-northeast1-b,client-asia-south1-c,130.023,164.0,130.0290975609756,asia,asia,True,2
us-west1-b,client-southamerica-west1-b,130.042,170.0,130.04788235294117,us,southamerica,False,2
asia-northeast2-a,client-asia-south1-c,130.072,167.0,130.0779880239521,asia,asia,True,2
asia-east1-b,client-australia-southeast2-a,131.058,170.0,131.06388235294116,asia,australia,False,2
asia-northeast3-a,client-us-west4-a,131.077,167.0,131.08298802395208,asia,us,False,2
europe-west1-b,client-us-west1-b,131.249,168.0,131.25495238095237,europe,us,False,2
asia-east2-a,client-us-west1-b,131.298,165.0,131.3040606060606,asia,us,False,2
southamerica-west1-b,client-northamerica-northeast2-a,131.311,168.0,131.3169523809524,southamerica,northamerica,False,2
us-west1-b,client-europe-west1-b,131.359,168.0,131.3649523809524,us,europe,False,2
us-west1-b,client-asia-east2-a,131.597,168.0,131.6029523809524,us,asia,False,2
northamerica-northeast2-a,client-southamerica-west1-b,131.61,168.0,131.6159523809524,northamerica,southamerica,False,2
asia-south1-c,client-asia-northeast2-a,131.632,163.0,131.63813496932517,asia,asia,True,2
australia-southeast2-a,client-asia-east1-b,132.01,171.0,132.01584795321637,australia,asia,False,2
europe-west6-a,client-us-west3-a,132.107,167.0,132.11298802395208,europe,us,False,2
us-west4-a,client-asia-northeast3-a,132.254,167.0,132.25998802395208,us,asia,False,2
us-west3-a,client-europe-west6-a,132.257,166.0,132.26302409638555,us,europe,False,2
asia-northeast1-b,client-australia-southeast2-a,133.28799999999998,166.0,133.29402409638553,asia,australia,False,2
australia-southeast2-a,client-asia-northeast1-b,133.32299999999998,166.0,133.32902409638552,australia,asia,False,2
europe-west2-c,client-us-west4-a,133.691,164.0,133.6970975609756,europe,us,False,2
us-west4-a,client-asia-east1-b,133.792,167.0,133.7979880239521,us,asia,False,2
us-west1-b,client-europe-west4-a,134.11,165.0,134.1160606060606,us,europe,False,2
asia-east1-b,client-us-west4-a,134.253,166.0,134.25902409638553,asia,us,False,2
europe-west4-a,client-us-west1-b,134.287,165.0,134.2930606060606,europe,us,False,2
us-west4-a,client-europe-west2-c,135.11,164.0,135.11609756097562,us,europe,False,2
southamerica-east1-b,client-northamerica-northeast2-a,135.141,163.0,135.14713496932515,southamerica,northamerica,False,2
northamerica-northeast2-a,client-southamerica-east1-b,135.72799999999998,163.0,135.73413496932514,northamerica,southamerica,False,2
australia-southeast1-b,client-us-west1-b,137.204,161.0,137.21021118012422,australia,us,False,2
us-west1-b,client-australia-southeast1-b,137.215,160.0,137.22125,us,australia,False,2
asia-northeast2-a,client-us-central1-c,137.279,160.0,137.28525,asia,us,False,2
us-west2-a,client-europe-west2-c,137.372,159.0,137.3782893081761,us,europe,False,2
europe-west3-c,client-us-west1-b,137.481,160.0,137.48725,europe,us,False,2
australia-southeast1-b,client-us-west2-a,137.833,159.0,137.8392893081761,australia,us,False,2
asia-east1-b,client-australia-southeast1-b,138.058,166.0,138.06402409638554,asia,australia,False,2
us-west2-a,client-australia-southeast1-b,138.213,160.0,138.21925,us,australia,False,2
us-west3-a,client-asia-northeast3-a,138.338,151.0,138.34462251655629,us,asia,False,2
asia-northeast3-a,client-us-west3-a,138.636,160.0,138.64225,asia,us,False,2
europe-west2-c,client-us-west2-a,138.899,158.0,138.90532911392404,europe,us,False,2
us-west1-b,client-europe-west3-c,138.945,160.0,138.95125,us,europe,False,2
asia-northeast1-b,client-asia-south2-a,139.304,143.0,139.31099300699302,asia,asia,True,2
asia-east2-a,client-us-west2-a,139.388,159.0,139.3942893081761,asia,us,False,2
europe-west1-b,client-us-west4-a,139.428,158.0,139.43432911392404,europe,us,False,2
us-west2-a,client-asia-east2-a,139.488,159.0,139.4942893081761,us,asia,False,2
southamerica-east1-b,client-us-central1-c,139.838,157.0,139.8443694267516,southamerica,us,False,2
europe-central2-a,client-us-west3-a,139.91299999999998,156.0,139.91941025641023,europe,us,False,2
us-west4-a,client-europe-west1-b,140.045,157.0,140.0513694267516,us,europe,False,2
us-west3-a,client-asia-east1-b,140.262,158.0,140.26832911392404,us,asia,False,2
asia-east1-b,client-us-west3-a,140.56,158.0,140.56632911392404,asia,us,False,2
us-west4-a,client-europe-west4-a,140.923,156.0,140.92941025641025,us,europe,False,2
asia-northeast2-a,client-australia-southeast2-a,141.378,157.0,141.3843694267516,asia,australia,False,2
europe-west4-a,client-us-west4-a,141.477,156.0,141.48341025641025,europe,us,False,2
australia-southeast2-a,client-asia-northeast2-a,141.529,157.0,141.5353694267516,australia,asia,False,2
australia-southeast1-b,client-asia-east1-b,142.22899999999998,153.0,142.2355359477124,australia,asia,False,2
us-west4-a,client-australia-southeast1-b,142.70600000000002,152.0,142.71257894736843,us,australia,False,2
asia-northeast3-a,client-asia-south2-a,142.878,155.0,142.8844516129032,asia,asia,True,2
europe-west6-a,client-us-west1-b,143.399,154.0,143.4054935064935,europe,us,False,2
australia-southeast1-b,client-us-west4-a,144.19,152.0,144.1965789473684,australia,us,False,2
us-west1-b,client-europe-west6-a,144.207,154.0,144.2134935064935,us,europe,False,2
australia-southeast2-a,client-asia-south1-c,144.266,151.0,144.27262251655628,australia,asia,False,2
asia-south1-c,client-australia-southeast2-a,144.46200000000002,151.0,144.4686225165563,asia,australia,False,2
asia-south2-a,client-asia-northeast3-a,144.559,154.0,144.5654935064935,asia,asia,True,2
us-west4-a,client-europe-west3-c,144.628,151.0,144.63462251655628,us,europe,False,2
europe-west3-c,client-us-west4-a,144.636,152.0,144.6425789473684,europe,us,False,2
us-west4-a,client-asia-east2-a,144.813,150.0,144.81966666666665,us,asia,False,2
europe-west1-b,client-us-west2-a,145.137,150.0,145.14366666666666,europe,us,False,2
us-west2-a,client-europe-west1-b,145.619,151.0,145.6256225165563,us,europe,False,2
asia-east2-a,client-us-west4-a,145.795,150.0,145.80166666666665,asia,us,False,2
northamerica-northeast2-a,client-asia-northeast1-b,145.826,148.0,145.83275675675674,northamerica,asia,False,2
europe-west4-a,client-us-west2-a,146.61700000000002,148.0,146.62375675675676,europe,us,False,2
us-west2-a,client-europe-west4-a,146.642,150.0,146.64866666666666,us,europe,False,2
us-east4-c,client-asia-northeast1-b,146.75,147.0,146.75680272108843,us,asia,False,2
europe-north1-a,client-us-west3-a,146.877,149.0,146.88371140939597,europe,us,False,2
asia-northeast2-a,client-asia-south2-a,147.02,150.0,147.02666666666667,asia,asia,True,2
asia-northeast1-b,client-northamerica-northeast2-a,147.325,148.0,147.33175675675673,asia,northamerica,False,2
asia-northeast3-a,client-australia-southeast1-b,148.026,147.0,148.03280272108844,asia,australia,False,2
australia-southeast1-b,client-asia-northeast3-a,148.135,147.0,148.14180272108842,australia,asia,False,2
asia-northeast1-b,client-us-east4-c,148.38299999999998,150.0,148.38966666666664,asia,us,False,2
asia-northeast1-b,client-northamerica-northeast1-a,148.92600000000002,144.0,148.93294444444447,asia,northamerica,False,2
australia-southeast2-a,client-us-west1-b,149.0,146.0,149.0068493150685,australia,us,False,2
europe-west6-a,client-us-west4-a,149.282,145.0,149.28889655172415,europe,us,False,2
us-west3-a,client-australia-southeast1-b,149.895,146.0,149.90184931506852,us,australia,False,2
us-west1-b,client-australia-southeast2-a,149.94,146.0,149.9468493150685,us,australia,False,2
australia-southeast2-a,client-us-west2-a,150.123,145.0,150.12989655172413,australia,us,False,2
us-west2-a,client-australia-southeast2-a,150.236,146.0,150.2428493150685,us,australia,False,2
us-west4-a,client-europe-west6-a,150.577,144.0,150.58394444444446,us,europe,False,2
australia-southeast1-b,client-us-west3-a,150.899,145.0,150.90589655172414,australia,us,False,2
europe-west3-c,client-us-west2-a,150.912,18.5,150.96605405405407,europe,us,False,2
us-west1-b,client-europe-central2-a,151.674,143.0,151.68099300699302,us,europe,False,2
europe-central2-a,client-us-west1-b,151.692,143.0,151.69899300699302,europe,us,False,2
australia-southeast2-a,client-asia-south2-a,151.752,146.0,151.75884931506852,australia,asia,False,2
asia-east2-a,client-us-west3-a,152.16,143.0,152.166993006993,asia,us,False,2
us-west3-a,client-asia-east2-a,152.19799999999998,143.0,152.204993006993,us,asia,False,2
northamerica-northeast1-a,client-asia-northeast1-b,152.393,144.0,152.39994444444446,northamerica,asia,False,2
asia-northeast2-a,client-northamerica-northeast2-a,152.743,140.0,152.75014285714286,asia,northamerica,False,2
us-east1-b,client-asia-northeast1-b,152.819,140.0,152.82614285714286,us,asia,False,2
asia-south2-a,client-asia-northeast2-a,152.83100000000002,147.0,152.83780272108845,asia,asia,True,2
northamerica-northeast2-a,client-asia-northeast2-a,152.869,142.0,152.87604225352112,northamerica,asia,False,2
australia-southeast1-b,client-asia-south1-c,153.001,143.0,153.00799300699302,australia,asia,False,2
asia-south1-c,client-australia-southeast1-b,153.02100000000002,142.0,153.02804225352114,asia,australia,False,2
asia-south2-a,client-asia-northeast1-b,153.502,150.0,153.50866666666667,asia,asia,True,2
asia-south2-a,client-australia-southeast2-a,153.65,145.0,153.65689655172415,asia,australia,False,2
asia-northeast1-b,client-us-east1-b,154.511,143.0,154.517993006993,asia,us,False,2
asia-east1-b,client-us-central1-c,154.559,138.0,154.5662463768116,asia,us,False,2
southamerica-east1-b,client-us-west2-a,154.674,141.0,154.68109219858158,southamerica,us,False,2
asia-northeast3-a,client-us-central1-c,154.842,142.0,154.84904225352113,asia,us,False,2
us-west2-a,client-southamerica-east1-b,155.069,137.0,155.07629927007298,us,southamerica,False,2
us-east4-c,client-asia-northeast2-a,155.512,140.0,155.51914285714287,us,asia,False,2
europe-west6-a,client-us-west2-a,155.999,140.0,156.00614285714286,europe,us,False,2
australia-southeast2-a,client-us-west4-a,156.545,139.0,156.5521942446043,australia,us,False,2
asia-northeast2-a,client-us-east4-c,156.671,138.0,156.6782463768116,asia,us,False,2
us-west4-a,client-australia-southeast2-a,156.72299999999998,140.0,156.73014285714285,us,australia,False,2
us-west2-a,client-europe-west6-a,157.118,140.0,157.12514285714286,us,europe,False,2
europe-north1-a,client-us-west1-b,158.041,137.0,158.048299270073,europe,us,False,2
europe-central2-a,client-us-west4-a,158.187,137.0,158.194299270073,europe,us,False,2
us-west1-b,client-europe-north1-a,158.384,138.0,158.39124637681158,us,europe,False,2
asia-northeast2-a,client-northamerica-northeast1-a,158.815,135.0,158.8224074074074,asia,northamerica,False,2
southamerica-east1-b,client-us-west4-a,158.841,109.0,158.85017431192662,southamerica,us,False,2
southamerica-east1-b,client-us-west3-a,158.851,136.0,158.85835294117646,southamerica,us,False,2
us-west4-a,client-europe-central2-a,158.895,136.0,158.90235294117647,us,europe,False,2
northamerica-northeast1-a,client-asia-northeast2-a,158.905,136.0,158.91235294117647,northamerica,asia,False,2
australia-southeast1-b,client-asia-south2-a,158.908,138.0,158.91524637681158,australia,asia,False,2
asia-south2-a,client-australia-southeast1-b,158.935,137.0,158.942299270073,asia,australia,False,2
us-west4-a,client-southamerica-east1-b,159.554,135.0,159.56140740740742,us,southamerica,False,2
us-west3-a,client-southamerica-east1-b,159.851,138.0,159.8582463768116,us,southamerica,False,2
asia-northeast3-a,client-australia-southeast2-a,160.836,135.0,160.84340740740743,asia,australia,False,2
australia-southeast2-a,client-asia-northeast3-a,160.86,136.0,160.86735294117648,australia,asia,False,2
europe-north1-a,client-us-west4-a,162.131,105.0,162.1405238095238,europe,us,False,2
australia-southeast2-a,client-us-west3-a,162.47899999999998,133.0,162.48651879699247,australia,us,False,2
us-west4-a,client-europe-north1-a,162.48,133.0,162.48751879699248,us,europe,False,2
asia-northeast2-a,client-us-east1-b,162.731,133.0,162.73851879699248,asia,us,False,2
us-west3-a,client-australia-southeast2-a,162.911,134.0,162.91846268656715,us,australia,False,2
us-east1-b,client-asia-northeast2-a,163.681,134.0,163.68846268656716,us,asia,False,2
us-west2-a,client-europe-central2-a,163.889,120.0,163.89733333333334,us,europe,False,2
europe-central2-a,client-us-west2-a,164.167,131.0,164.17463358778627,europe,us,False,2
asia-southeast1-b,client-us-west1-b,166.54,92.8,166.55077586206895,asia,us,False,2
europe-north1-a,client-us-west2-a,167.554,128.0,167.5618125,europe,us,False,2
us-west2-a,client-europe-north1-a,167.924,129.0,167.9317519379845,us,europe,False,2
us-west1-b,client-asia-southeast1-b,168.52,136.0,168.52735294117647,us,asia,False,2
northamerica-northeast2-a,client-asia-northeast3-a,169.148,124.0,169.15606451612902,northamerica,asia,False,2
asia-east2-a,client-us-central1-c,169.511,40.2,169.53587562189054,asia,us,False,2
southamerica-east1-b,client-us-west1-b,170.016,126.0,170.0239365079365,southamerica,us,False,2
us-west1-b,client-southamerica-east1-b,170.74900000000002,126.0,170.75693650793653,us,southamerica,False,2
asia-southeast2-a,client-us-west1-b,172.642,14.0,172.71342857142858,asia,us,False,2
asia-east1-b,client-northamerica-northeast2-a,172.75400000000002,116.0,172.7626206896552,asia,northamerica,False,2
northamerica-northeast2-a,client-asia-east1-b,173.01,123.0,173.0181300813008,northamerica,asia,False,2
asia-northeast3-a,client-northamerica-northeast2-a,173.549,126.0,173.5569365079365,asia,northamerica,False,2
us-west1-b,client-asia-southeast2-a,173.71,68.3,173.7246412884334,us,asia,False,2
asia-northeast3-a,client-us-east4-c,173.828,123.0,173.8361300813008,asia,us,False,2
asia-east1-b,client-us-east4-c,174.283,123.0,174.2911300813008,asia,us,False,2
australia-southeast1-b,client-us-central1-c,174.946,122.0,174.95419672131146,australia,us,False,2
us-west2-a,client-asia-southeast1-b,174.97400000000002,122.0,174.98219672131148,us,asia,False,2
us-central1-c,client-australia-southeast1-b,175.377,122.0,175.38519672131147,us,australia,False,2
us-east4-c,client-asia-east1-b,175.63,121.0,175.6382644628099,us,asia,False,2
us-east4-c,client-asia-northeast3-a,176.22299999999998,124.0,176.231064516129,us,asia,False,2
us-west4-a,client-asia-southeast1-b,176.986,119.0,176.99440336134452,us,asia,False,2
asia-northeast3-a,client-northamerica-northeast1-a,177.852,118.0,177.8604745762712,asia,northamerica,False,2
us-west2-a,client-asia-southeast2-a,177.888,119.0,177.89640336134454,us,asia,False,2
asia-east1-b,client-northamerica-northeast1-a,179.015,118.0,179.02347457627118,asia,northamerica,False,2
northamerica-northeast1-a,client-asia-east1-b,179.263,119.0,179.27140336134454,northamerica,asia,False,2
northamerica-northeast1-a,client-asia-northeast3-a,179.875,121.0,179.8832644628099,northamerica,asia,False,2
us-east1-b,client-asia-northeast3-a,180.463,118.0,180.4714745762712,us,asia,False,2
us-west3-a,client-asia-southeast1-b,180.47,120.0,180.47833333333332,us,asia,False,2
asia-northeast3-a,client-us-east1-b,180.954,117.0,180.962547008547,asia,us,False,2
asia-southeast2-a,client-us-west2-a,182.018,116.0,182.02662068965518,asia,us,False,2
us-west4-a,client-asia-southeast2-a,184.266,115.0,184.2746956521739,us,asia,False,2
us-east1-b,client-asia-east1-b,184.828,114.0,184.83677192982455,us,asia,False,2
northamerica-northeast2-a,client-asia-east2-a,184.929,114.0,184.93777192982455,northamerica,asia,False,2
southamerica-west1-b,client-europe-west2-c,185.342,114.0,185.35077192982456,southamerica,europe,False,2
asia-east2-a,client-northamerica-northeast2-a,185.514,114.0,185.52277192982456,asia,northamerica,False,2
australia-southeast2-a,client-us-central1-c,186.519,113.0,186.52784955752213,australia,us,False,2
us-central1-c,client-australia-southeast2-a,186.926,113.0,186.9348495575221,us,australia,False,2
us-east4-c,client-asia-east2-a,187.358,113.0,187.36684955752213,us,asia,False,2
europe-west2-c,client-southamerica-west1-b,187.56799999999998,114.0,187.57677192982453,europe,southamerica,False,2
asia-southeast2-a,client-us-west4-a,187.63,113.0,187.63884955752212,asia,us,False,2
asia-east1-b,client-us-east1-b,187.641,114.0,187.64977192982454,asia,us,False,2
asia-east2-a,client-us-east4-c,187.87599999999998,13.5,187.95007407407405,asia,us,False,2
northamerica-northeast2-a,client-australia-southeast1-b,190.356,73.6,190.36958695652174,northamerica,australia,False,2
southamerica-east1-b,client-europe-west2-c,190.64,110.0,190.6490909090909,southamerica,europe,False,2
europe-west2-c,client-southamerica-east1-b,190.71200000000002,111.0,190.72100900900904,europe,southamerica,False,2
asia-southeast2-a,client-us-west3-a,191.19400000000002,109.0,191.20317431192663,asia,us,False,2
australia-southeast1-b,client-northamerica-northeast2-a,191.264,111.0,191.27300900900903,australia,northamerica,False,2
northamerica-northeast1-a,client-asia-east2-a,191.783,109.0,191.7921743119266,northamerica,asia,False,2
us-west3-a,client-asia-southeast2-a,191.894,111.0,191.90300900900903,us,asia,False,2
asia-east2-a,client-northamerica-northeast1-a,192.36,109.0,192.36917431192663,asia,northamerica,False,2
australia-southeast1-b,client-us-east4-c,193.044,108.0,193.05325925925928,australia,us,False,2
us-east4-c,client-australia-southeast1-b,193.082,109.0,193.0911743119266,us,australia,False,2
southamerica-west1-b,client-europe-west3-c,194.196,107.0,194.2053457943925,southamerica,europe,False,2
asia-east2-a,client-us-east1-b,194.49599999999998,108.0,194.50525925925925,asia,us,False,2
europe-west1-b,client-southamerica-east1-b,194.55599999999998,108.0,194.56525925925925,europe,southamerica,False,2
europe-west3-c,client-southamerica-west1-b,194.571,107.0,194.5803457943925,europe,southamerica,False,2
us-east1-b,client-asia-east2-a,194.65099999999998,107.0,194.6603457943925,us,asia,False,2
southamerica-east1-b,client-europe-west1-b,194.774,107.0,194.78334579439252,southamerica,europe,False,2
europe-west1-b,client-southamerica-west1-b,196.063,107.0,196.0723457943925,europe,southamerica,False,2
northamerica-northeast1-a,client-australia-southeast1-b,196.547,107.0,196.5563457943925,northamerica,australia,False,2
australia-southeast1-b,client-northamerica-northeast1-a,197.143,107.0,197.15234579439252,australia,northamerica,False,2
us-east1-b,client-australia-southeast1-b,198.11900000000003,106.0,198.12843396226418,us,australia,False,2
australia-southeast1-b,client-us-east1-b,198.17,105.0,198.1795238095238,australia,us,False,2
southamerica-east1-b,client-europe-west4-a,198.457,107.0,198.4663457943925,southamerica,europe,False,2
europe-west4-a,client-southamerica-east1-b,198.645,105.0,198.65452380952382,europe,southamerica,False,2
asia-southeast1-b,client-us-central1-c,198.69,97.4,198.70026694045174,asia,us,False,2
southamerica-west1-b,client-europe-west1-b,198.738,105.0,198.7475238095238,southamerica,europe,False,2
southamerica-east1-b,client-europe-west3-c,199.237,105.0,199.2465238095238,southamerica,europe,False,2
europe-west3-c,client-southamerica-east1-b,199.293,104.0,199.3026153846154,europe,southamerica,False,2
europe-west6-a,client-southamerica-west1-b,200.101,101.0,200.110900990099,europe,southamerica,False,3
southamerica-west1-b,client-europe-west4-a,201.19799999999998,108.0,201.20725925925925,southamerica,europe,False,3
europe-west4-a,client-southamerica-west1-b,201.83700000000002,104.0,201.8466153846154,europe,southamerica,False,3
australia-southeast2-a,client-northamerica-northeast2-a,202.403,103.0,202.41270873786408,australia,northamerica,False,3
us-central1-c,client-asia-southeast1-b,202.457,102.0,202.4668039215686,us,asia,False,3
northamerica-northeast2-a,client-australia-southeast2-a,202.74400000000003,103.0,202.75370873786412,northamerica,australia,False,3
southamerica-west1-b,client-europe-west6-a,203.312,103.0,203.3217087378641,southamerica,europe,False,3
australia-southeast2-a,client-us-east4-c,204.715,101.0,204.724900990099,australia,us,False,3
southamerica-west1-b,client-asia-northeast1-b,204.88099999999997,101.0,204.89090099009897,southamerica,asia,False,3
us-east4-c,client-australia-southeast2-a,205.24200000000002,101.0,205.25190099009902,us,australia,False,3
asia-northeast1-b,client-southamerica-west1-b,205.44,101.0,205.449900990099,asia,southamerica,False,3
southamerica-east1-b,client-europe-west6-a,205.55900000000003,101.0,205.56890099009902,southamerica,europe,False,3
europe-west6-a,client-southamerica-east1-b,205.6,101.0,205.609900990099,europe,southamerica,False,3
australia-southeast2-a,client-northamerica-northeast1-a,208.63,98.2,208.640183299389,australia,northamerica,False,3
northamerica-northeast1-a,client-australia-southeast2-a,208.887,99.0,208.897101010101,northamerica,australia,False,3
australia-southeast2-a,client-us-east1-b,209.915,98.1,209.92519367991844,australia,us,False,3
europe-central2-a,client-southamerica-west1-b,210.495,98.1,210.50519367991845,europe,southamerica,False,3
us-east1-b,client-australia-southeast2-a,210.59099999999998,97.6,210.60124590163932,us,australia,False,3
southamerica-west1-b,client-asia-northeast2-a,212.622,96.7,212.63234126163394,southamerica,asia,False,3
asia-northeast2-a,client-southamerica-west1-b,212.71400000000003,66.4,212.7290602409639,asia,southamerica,False,3
southamerica-west1-b,client-europe-central2-a,212.918,97.9,212.92821450459653,southamerica,europe,False,3
asia-southeast1-b,client-northamerica-northeast2-a,213.174,91.3,213.18495290251917,asia,northamerica,False,3
europe-central2-a,client-southamerica-east1-b,213.179,96.6,213.18935196687372,europe,southamerica,False,3
southamerica-east1-b,client-europe-central2-a,213.528,96.2,213.538395010395,southamerica,europe,False,3
asia-southeast2-a,client-us-central1-c,215.303,96.5,215.3133626943005,asia,us,False,3
asia-northeast1-b,client-europe-west2-c,215.953,93.6,215.96368376068375,asia,europe,False,3
europe-north1-a,client-southamerica-east1-b,216.428,94.1,216.4386269925611,europe,southamerica,False,3
europe-west2-c,client-asia-northeast1-b,217.71,94.1,217.7206269925611,europe,asia,False,3
southamerica-east1-b,client-europe-north1-a,217.757,94.0,217.76763829787234,southamerica,europe,False,3
us-west1-b,client-asia-south1-c,219.38299999999998,91.5,219.39392896174863,us,asia,False,3
northamerica-northeast1-a,client-asia-southeast1-b,219.437,91.8,219.44789324618736,northamerica,asia,False,3
us-central1-c,client-asia-southeast2-a,219.727,93.8,219.73766098081023,us,asia,False,3
us-east4-c,client-asia-southeast1-b,220.042,92.3,220.05283423618636,us,asia,False,3
asia-southeast1-b,client-us-east4-c,220.285,94.4,220.295593220339,asia,us,False,3
europe-west1-b,client-asia-northeast1-b,220.98,92.0,220.9908695652174,europe,asia,False,3
northamerica-northeast2-a,client-asia-southeast1-b,221.36,96.7,221.37034126163394,northamerica,asia,False,3
northamerica-northeast2-a,client-asia-southeast2-a,221.375,90.4,221.38606194690266,northamerica,asia,False,3
asia-northeast1-b,client-europe-west1-b,222.502,91.4,222.51294091903722,asia,europe,False,3
asia-south1-c,client-us-west2-a,223.637,92.1,223.64785776330075,asia,us,False,3
us-west2-a,client-asia-south1-c,224.037,91.9,224.04788139281828,us,asia,False,3
asia-northeast1-b,client-europe-west4-a,224.243,89.0,224.25423595505617,asia,europe,False,3
europe-west2-c,client-asia-northeast2-a,224.852,90.9,224.86300110011,europe,asia,False,3
southamerica-west1-b,client-europe-north1-a,224.859,91.6,224.8699170305677,southamerica,europe,False,3
europe-west4-a,client-asia-northeast1-b,225.333,91.6,225.3439170305677,europe,asia,False,3
europe-west3-c,client-asia-northeast1-b,226.668,91.5,226.67892896174865,europe,asia,False,3
asia-northeast2-a,client-europe-west2-c,227.044,90.5,227.05504972375692,asia,europe,False,3
europe-north1-a,client-southamerica-west1-b,227.637,92.0,227.6478695652174,europe,southamerica,False,3
asia-northeast1-b,client-europe-west3-c,227.778,89.6,227.7891607142857,asia,europe,False,3
asia-south1-c,client-us-west1-b,228.118,89.4,228.1291856823266,asia,us,False,3
asia-southeast2-a,client-northamerica-northeast1-a,228.747,89.5,228.75817318435756,asia,northamerica,False,3
asia-northeast2-a,client-europe-west1-b,229.195,89.1,229.20622334455666,asia,europe,False,3
asia-southeast1-b,client-northamerica-northeast1-a,229.669,87.1,229.68048105625718,asia,northamerica,False,3
us-east1-b,client-asia-southeast1-b,229.669,11.9,229.75303361344538,us,asia,False,3
us-west4-a,client-asia-south1-c,229.87400000000002,88.8,229.8852612612613,us,asia,False,3
europe-west1-b,client-asia-northeast2-a,230.014,89.6,230.02516071428573,europe,asia,False,3
southamerica-west1-b,client-asia-northeast3-a,230.84099999999998,87.1,230.85248105625715,southamerica,asia,False,3
asia-southeast2-a,client-northamerica-northeast2-a,231.201,89.3,231.21219820828668,asia,northamerica,False,3
northamerica-northeast1-a,client-asia-southeast2-a,231.387,89.4,231.3981856823266,northamerica,asia,False,3
asia-northeast3-a,client-southamerica-west1-b,231.41,87.0,231.42149425287357,asia,southamerica,False,3
asia-south2-a,client-us-west1-b,231.56799999999998,86.1,231.5796144018583,asia,us,False,3
europe-west6-a,client-asia-northeast1-b,231.58700000000002,84.7,231.59880637544276,europe,asia,False,3
asia-southeast1-b,client-us-east1-b,231.745,86.5,231.75656069364163,asia,us,False,3
asia-northeast1-b,client-europe-west6-a,231.851,84.9,231.8627785630153,asia,europe,False,3
asia-southeast2-a,client-us-east4-c,231.885,89.1,231.89622334455666,asia,us,False,3
southamerica-west1-b,client-asia-east1-b,232.10299999999998,86.7,232.11453402537484,southamerica,asia,False,3
